年,月,供應商,材料名稱,數量,單位,金額,資料來源,備註,項目,據點,用電量(kWh),T&D損失比例(%),上游燃料排放估比(gCO2e/kWh),運輸類型,運具,距離(km),重量(kg),裝載率(%),廢棄物類別,數量(kg),處理方式,交通工具,夜宿(晚),交通方式,通勤人數,每人每日單趟距離(km),每月上班天數
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,183.5,572.6,71.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,114.9,384.2,55.5,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,301.6,253.4,69.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,263.4,530.6,56.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,227.5,512.7,57.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,250.3,415.9,84.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,211.0,372.5,68.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,28.7,414.3,70.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,180.5,485.6,55.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,269.1,370.9,60.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,237.2,264.6,65.5,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,161.0,544.0,80.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,251.9,423.4,65.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,127.8,433.6,62.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,258.0,395.2,73.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,137.3,302.1,65.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,243.3,386.2,60.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,213.7,452.6,62.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,114.7,327.2,63.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,123.4,365.4,66.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,150.1,153.0,55.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,227.4,249.2,82.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,182.3,350.9,78.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,261.3,378.7,68.0,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,272.5,369.1,82.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,327.1,186.4,57.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,271.6,291.5,79.0,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,140.6,494.5,63.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,251.7,397.5,63.0,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,197.3,407.0,63.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,271.6,380.6,70.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,220.9,282.3,59.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,178.3,571.8,79.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,384.3,369.4,84.0,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,190.7,283.3,60.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,306.7,390.6,82.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,244.4,619.6,56.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,283.4,269.5,70.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,268.7,353.9,83.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,259.3,381.5,72.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,162.4,425.0,58.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,261.6,484.9,57.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,92.9,630.0,64.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,138.4,278.3,60.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,219.7,392.2,57.0,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,189.1,417.9,74.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,143.8,181.2,81.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,182.3,348.3,71.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,149.0,429.7,62.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,82.3,376.6,73.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,157.4,339.3,78.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,259.5,368.7,70.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,247.5,316.2,67.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,286.5,435.9,57.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,217.0,276.8,70.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,109.0,297.7,73.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,158.8,368.3,56.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,257.7,374.5,74.5,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,138.4,406.6,76.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,140.8,271.3,77.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,194.0,273.4,76.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,283.9,226.2,56.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,162.4,208.1,76.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,209.9,260.5,69.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,130.9,459.2,67.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,255.7,464.1,57.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,202.0,373.3,63.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,200.6,418.4,82.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,137.5,400.0,57.4,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,24.0,372.2,60.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,73.1,307.5,66.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,235.9,466.1,75.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,380.0,427.0,57.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,298.2,402.9,63.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,282.8,471.8,80.1,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,194.0,311.3,80.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,184.7,94.8,78.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,217.0,545.8,59.5,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,236.1,439.3,81.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,242.4,407.6,67.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,196.5,574.5,64.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,216.8,469.5,59.5,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,321.8,146.9,75.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,104.2,273.4,55.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,222.1,312.8,56.3,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,276.8,460.8,77.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,202.4,162.7,84.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,166.2,343.1,71.7,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,260.8,422.5,81.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,58.6,246.2,63.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,329.1,476.1,84.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,250.6,326.2,58.2,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,188.1,467.5,82.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,198.8,254.3,57.9,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,40.4,325.9,75.8,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,209.8,364.1,76.6,,,,,,,,,
2024,6,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,178.8,212.8,83.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,296.9,424.2,84.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,96.5,427.8,69.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,184.2,248.7,72.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,183.9,416.5,74.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,153.7,293.0,63.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,45.2,326.0,57.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,93.4,511.3,79.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,162.4,490.2,68.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,82.0,136.6,66.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,223.3,318.2,66.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,214.8,304.6,58.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,142.7,458.6,78.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,145.2,268.0,56.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,221.0,347.5,71.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,275.0,431.0,56.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,271.4,316.0,63.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,255.0,321.3,71.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,287.7,368.6,58.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,125.3,176.0,59.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,165.4,245.9,59.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,263.7,487.0,82.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,239.6,318.4,79.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,69.7,363.5,75.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,346.8,333.1,78.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,208.8,356.6,70.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,315.2,441.4,70.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,274.7,359.8,64.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,294.5,286.8,74.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,176.5,149.5,55.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,288.6,383.9,73.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,325.6,448.3,73.1,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,172.7,330.5,74.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,224.9,437.3,77.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,256.0,497.9,75.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,200.6,531.1,57.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,211.0,425.5,65.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,298.7,308.0,78.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,203.4,374.0,63.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,99.2,276.9,83.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,245.4,406.1,68.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,180.9,355.6,73.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,252.0,193.4,81.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,65.9,318.4,63.1,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,276.4,158.5,79.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,219.3,394.5,61.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,148.2,468.8,71.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,249.8,186.3,57.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,229.2,501.4,70.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,146.6,281.7,79.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,285.7,264.9,72.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,287.6,404.2,76.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,260.9,389.7,84.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,267.3,405.1,68.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,236.7,478.8,58.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,317.6,307.8,66.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,151.4,473.2,81.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,120.2,439.4,73.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,187.8,302.1,72.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,283.0,359.3,77.4,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,166.8,294.3,59.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,204.8,307.0,62.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,212.9,281.6,83.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,216.4,354.7,81.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,302.9,426.0,66.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,173.9,423.8,66.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,147.1,266.9,81.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,179.0,517.5,84.2,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,79.4,258.5,61.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,173.8,358.0,71.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,248.4,342.7,67.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,113.1,326.7,59.1,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,196.5,321.6,64.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,319.4,426.3,68.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,242.3,337.0,72.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,248.7,189.8,77.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,166.3,455.6,60.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,198.7,191.4,76.7,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,141.7,237.2,78.9,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,284.7,494.3,70.8,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,153.9,397.8,64.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,301.4,440.2,75.3,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,24.0,398.4,79.0,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,266.9,355.1,65.6,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,220.9,346.4,59.1,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,137.8,459.8,65.5,,,,,,,,,
2024,7,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,228.9,193.5,71.2,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,348.6,343.7,77.2,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,340.4,235.0,73.8,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,148.0,321.3,84.9,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,154.6,493.6,58.6,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,289.4,189.5,60.5,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,204.0,314.9,75.8,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,187.7,397.6,63.5,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,129.8,463.6,63.6,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,278.8,432.0,84.4,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,280.0,308.8,79.4,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),van,342.2,185.2,68.9,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,257.5,452.9,74.5,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,405.7,319.0,78.6,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_20t,143.2,404.7,61.3,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,292.8,408.1,78.0,,,,,,,,,
2024,8,,,,,,出貨/託運單,模擬資料,,,,,,下游客配(工廠→客戶),truck_7.5t,211.9,361.0,79.5,,,,,,,,,
